20201016 13:50:29 Home condition : clear transaksi success
20201016 13:50:29 Home condition : clear array success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : get status success
20201016 13:54:56 ID scanner condition : the card is at RF card reading
20201016 13:54:56 ID scanner condition : set front entry success
20201016 13:54:57 Buka rekening condition : move to buka rekening ktp berhasil
20201016 13:54:57 Buka rekening condition : entered into buka rekening ktp berhasil
20201016 13:54:59 Buka rekening condition : move to buka rekening finger
20201016 13:54:59 Buka rekening condition : entered into buka rekening finger print
20201016 13:54:59 Buka rekening condition : move to buka rekening finger berhasil
20201016 13:54:59 Buka rekening condition : entered into buka rekening finger print berhasil
20201016 13:54:59 Buka rekening condition : set data ktp Bambang Pamungkas success
20201016 13:55:00 Buka rekening condition : move to buka rekening capture
20201016 13:55:00 Buka rekening condition : entered into buka rekening capture ktp
20201016 13:55:48 Home condition : clear transaksi success
20201016 13:55:48 Home condition : clear array success
20201016 13:55:48 Home condition : clear array nasabah success
20201016 13:55:48 Home condition : clear list success
20201016 13:55:48 Home condition : clear transaksi baru success
20201016 13:55:48 Home condition : clear transaksi success
20201016 13:55:48 Home condition : clear array success
20201016 13:55:48 Home condition : clear array nasabah success
20201016 13:55:48 Home condition : clear list success
20201016 13:55:48 Home condition : clear transaksi baru success
20201016 13:55:48 Home condition : entered into home page
20201016 13:55:49 Home condition : move to buka rekening
20201016 13:55:49 Buka rekening condition : entered into buka rekening jenis tujuan
20201016 13:55:51 Buka rekening condition : set tujuan rekening Menabung/Investasi success
20201016 13:55:51 Buka rekening condition : move to buka rekening ktp
20201016 13:55:51 Buka rekening condition : entered into buka rekening ktp
20201016 13:55:52 Buka rekening condition : id scanner front swallow
20201016 13:55:52 ID scanner condition : open device list success
20201016 13:55:52 ID scanner condition : open device success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : set back entry success
20201016 13:55:52 ID scanner condition : set front entry success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:52 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
20201016 13:55:53 ID scanner condition : get status success
